user_id,signup_date,city,age_band,employment_type,credit_limit,kyc_status
511,2025-10-13,Hyderabad,18-24,self_employed,30000,full
512,2025-10-14,Delhi,25-34,student,20000,full
513,2025-09-29,Bangalore,18-24,salaried,10000,full
514,2025-09-13,Mumbai,25-34,salaried,20000,partial
515,2025-09-12,Bangalore,35-44,salaried,10000,full
516,2025-10-16,Bangalore,35-44,student,5000,full
517,2025-09-02,Hyderabad,25-34,salaried,5000,full
518,2025-10-05,Bangalore,25-34,self_employed,10000,full
519,2025-11-26,Hyderabad,18-24,salaried,30000,full
520,2025-11-20,Bangalore,25-34,self_employed,5000,full
521,2025-11-29,Bangalore,25-34,self_employed,5000,full
522,2025-09-08,Hyderabad,18-24,student,30000,full
523,2025-09-26,Delhi,25-34,student,5000,full
524,2025-11-13,Bangalore,25-34,self_employed,20000,partial
525,2025-11-29,Delhi,35-44,self_employed,10000,full
526,2025-10-04,Bangalore,18-24,student,5000,full
527,2025-09-07,Hyderabad,25-34,student,30000,full
528,2025-11-07,Delhi,18-24,student,5000,full
529,2025-10-28,Hyderabad,18-24,self_employed,10000,partial
530,2025-11-14,Pune,35-44,student,5000,full
531,2025-09-29,Delhi,25-34,salaried,5000,full
532,2025-10-06,Pune,25-34,self_employed,5000,partial
533,2025-11-28,Delhi,18-24,student,5000,full
534,2025-09-21,Pune,25-34,salaried,5000,full
535,2025-10-06,Bangalore,25-34,student,20000,full
536,2025-09-10,Mumbai,18-24,self_employed,10000,full
537,2025-11-12,Delhi,25-34,student,10000,full
538,2025-09-24,Delhi,18-24,salaried,10000,full
539,2025-11-03,Mumbai,25-34,salaried,30000,partial
540,2025-10-19,Hyderabad,25-34,student,30000,full
541,2025-10-06,Bangalore,18-24,student,20000,full
542,2025-11-21,Bangalore,18-24,salaried,20000,full
543,2025-09-24,Hyderabad,18-24,student,10000,full
544,2025-09-23,Mumbai,18-24,self_employed,10000,full
545,2025-11-01,Pune,25-34,self_employed,10000,full
546,2025-10-07,Hyderabad,25-34,salaried,10000,full
547,2025-09-12,Pune,18-24,salaried,10000,full
548,2025-10-25,Hyderabad,18-24,salaried,10000,full
549,2025-09-13,Bangalore,25-34,self_employed,30000,full
550,2025-09-23,Bangalore,25-34,salaried,20000,full
551,2025-11-28,Hyderabad,18-24,student,10000,full
552,2025-09-30,Mumbai,18-24,student,20000,full
553,2025-09-17,Bangalore,25-34,salaried,5000,full
554,2025-11-01,Delhi,18-24,salaried,5000,full
555,2025-11-23,Pune,18-24,salaried,10000,partial
556,2025-11-28,Mumbai,25-34,student,10000,full
557,2025-11-25,Delhi,25-34,salaried,5000,full
558,2025-09-13,Delhi,25-34,student,20000,full
559,2025-10-29,Bangalore,25-34,student,10000,full
560,2025-09-19,Delhi,25-34,salaried,10000,full
561,2025-10-19,Delhi,18-24,student,5000,full
562,2025-09-12,Bangalore,18-24,salaried,5000,full
563,2025-10-31,Hyderabad,18-24,salaried,20000,full
564,2025-09-19,Delhi,18-24,salaried,10000,full
565,2025-11-15,Hyderabad,25-34,salaried,30000,full
566,2025-09-09,Pune,35-44,student,30000,full
567,2025-11-10,Bangalore,35-44,student,10000,full
568,2025-09-28,Mumbai,25-34,self_employed,5000,partial
569,2025-11-17,Delhi,18-24,salaried,20000,full
570,2025-10-22,Pune,18-24,salaried,30000,full
571,2025-11-22,Bangalore,25-34,student,10000,full
572,2025-09-16,Mumbai,25-34,salaried,20000,full
573,2025-11-08,Mumbai,25-34,salaried,20000,full
574,2025-09-12,Bangalore,25-34,salaried,10000,full
575,2025-09-25,Bangalore,25-34,salaried,10000,full
576,2025-10-22,Mumbai,25-34,student,20000,full
577,2025-11-24,Hyderabad,18-24,student,10000,full
578,2025-10-23,Delhi,25-34,self_employed,5000,full
579,2025-09-23,Mumbai,35-44,self_employed,10000,full
580,2025-09-16,Delhi,18-24,student,5000,partial
581,2025-10-27,Hyderabad,25-34,salaried,5000,full
582,2025-10-09,Bangalore,18-24,student,30000,full
583,2025-10-23,Pune,35-44,student,5000,full
584,2025-10-12,Bangalore,18-24,student,5000,full
585,2025-10-28,Delhi,25-34,student,10000,full
586,2025-10-09,Bangalore,18-24,salaried,10000,full
587,2025-09-14,Bangalore,25-34,salaried,10000,full
588,2025-09-05,Mumbai,18-24,student,5000,partial
589,2025-10-05,Bangalore,18-24,student,5000,full
590,2025-11-26,Hyderabad,25-34,self_employed,5000,full
591,2025-11-14,Bangalore,35-44,student,10000,full
592,2025-09-18,Delhi,18-24,salaried,5000,full
593,2025-11-15,Delhi,18-24,student,30000,full
594,2025-09-09,Bangalore,25-34,salaried,10000,full
595,2025-11-13,Bangalore,25-34,student,5000,full
596,2025-10-28,Delhi,35-44,student,20000,full
597,2025-09-17,Delhi,18-24,student,10000,partial
598,2025-09-07,Delhi,25-34,student,10000,full
599,2025-10-16,Mumbai,18-24,salaried,5000,full
600,2025-09-13,Mumbai,18-24,salaried,10000,full
601,2025-10-10,Bangalore,25-34,student,20000,full
602,2025-10-12,Delhi,25-34,student,30000,full
603,2025-09-09,Pune,25-34,salaried,5000,full
604,2025-10-20,Mumbai,18-24,salaried,10000,full
605,2025-09-27,Mumbai,25-34,self_employed,10000,full
606,2025-11-05,Delhi,25-34,salaried,30000,full
607,2025-09-05,Hyderabad,35-44,salaried,30000,full
608,2025-09-29,Hyderabad,18-24,salaried,5000,full
609,2025-10-07,Mumbai,18-24,self_employed,5000,partial
610,2025-10-08,Pune,18-24,self_employed,10000,full
611,2025-11-22,Bangalore,25-34,student,5000,full
612,2025-09-08,Bangalore,18-24,student,10000,full
613,2025-11-04,Hyderabad,35-44,student,5000,partial
614,2025-11-25,Hyderabad,18-24,salaried,10000,full
615,2025-09-17,Bangalore,35-44,salaried,30000,full
616,2025-11-10,Bangalore,18-24,salaried,30000,full
617,2025-11-28,Bangalore,25-34,student,10000,full
618,2025-10-15,Bangalore,35-44,salaried,10000,full
619,2025-09-04,Hyderabad,18-24,self_employed,20000,full
620,2025-10-06,Mumbai,35-44,student,5000,full
621,2025-11-09,Delhi,25-34,salaried,10000,full
622,2025-10-01,Delhi,35-44,salaried,10000,full
623,2025-09-19,Bangalore,25-34,self_employed,5000,full
624,2025-10-31,Bangalore,18-24,self_employed,10000,full
625,2025-10-24,Mumbai,18-24,salaried,5000,partial
626,2025-10-09,Pune,18-24,salaried,10000,partial
627,2025-11-30,Hyderabad,18-24,self_employed,5000,full
628,2025-11-13,Bangalore,18-24,salaried,10000,full
629,2025-11-29,Pune,18-24,student,5000,full
630,2025-09-19,Hyderabad,25-34,salaried,20000,full
631,2025-10-09,Hyderabad,25-34,student,10000,full
632,2025-11-06,Delhi,18-24,salaried,10000,full
633,2025-10-15,Delhi,18-24,self_employed,10000,partial
634,2025-09-13,Delhi,25-34,salaried,10000,partial
635,2025-12-01,Bangalore,18-24,salaried,5000,full
636,2025-10-28,Bangalore,18-24,student,20000,full
637,2025-09-20,Bangalore,18-24,salaried,5000,partial
638,2025-12-01,Delhi,35-44,student,5000,partial
639,2025-11-11,Hyderabad,25-34,student,20000,partial
640,2025-10-31,Delhi,18-24,salaried,5000,full
641,2025-10-09,Bangalore,25-34,student,10000,full
642,2025-09-01,Pune,25-34,salaried,10000,full
643,2025-09-03,Pune,25-34,salaried,10000,full
644,2025-11-16,Hyderabad,25-34,self_employed,20000,full
645,2025-12-01,Pune,25-34,salaried,10000,full
646,2025-11-01,Mumbai,18-24,student,10000,partial
647,2025-11-02,Pune,18-24,student,20000,partial
648,2025-09-25,Bangalore,25-34,salaried,5000,full
649,2025-10-26,Delhi,35-44,salaried,10000,partial
650,2025-10-03,Bangalore,25-34,salaried,10000,full
651,2025-10-08,Bangalore,25-34,salaried,10000,full
652,2025-09-06,Bangalore,35-44,student,30000,full
653,2025-10-28,Mumbai,18-24,salaried,20000,full
654,2025-10-14,Hyderabad,25-34,salaried,5000,full
655,2025-10-15,Mumbai,25-34,student,5000,full
656,2025-10-02,Bangalore,35-44,student,5000,full
657,2025-10-15,Hyderabad,35-44,student,5000,full
658,2025-10-31,Mumbai,25-34,student,5000,partial
659,2025-10-17,Delhi,18-24,salaried,10000,full
660,2025-09-21,Mumbai,25-34,student,20000,full
661,2025-11-19,Bangalore,18-24,student,20000,full
662,2025-11-24,Delhi,25-34,student,5000,full
663,2025-11-14,Pune,35-44,self_employed,10000,full
664,2025-10-06,Bangalore,18-24,self_employed,10000,full
665,2025-09-19,Delhi,25-34,student,20000,full
666,2025-09-20,Pune,25-34,student,20000,full
667,2025-10-27,Hyderabad,25-34,student,30000,full
668,2025-09-18,Bangalore,18-24,salaried,10000,full
669,2025-10-17,Bangalore,25-34,student,10000,full
670,2025-10-19,Bangalore,35-44,salaried,5000,partial
671,2025-09-14,Mumbai,35-44,salaried,10000,full
672,2025-09-15,Delhi,18-24,self_employed,5000,full
673,2025-10-01,Bangalore,35-44,student,10000,partial
674,2025-09-01,Pune,25-34,self_employed,10000,full
675,2025-10-24,Mumbai,18-24,salaried,5000,full
676,2025-09-03,Bangalore,18-24,student,5000,partial
677,2025-09-16,Mumbai,18-24,salaried,5000,full
678,2025-11-26,Mumbai,35-44,student,5000,full
679,2025-10-27,Bangalore,25-34,student,5000,partial
680,2025-11-14,Bangalore,25-34,student,5000,partial
681,2025-09-12,Hyderabad,18-24,salaried,5000,full
682,2025-11-13,Delhi,25-34,salaried,5000,full
683,2025-09-16,Mumbai,18-24,self_employed,30000,full
684,2025-11-11,Delhi,18-24,student,10000,full
685,2025-11-15,Bangalore,25-34,self_employed,5000,full
686,2025-09-24,Bangalore,18-24,student,10000,full
687,2025-09-28,Delhi,25-34,salaried,20000,full
688,2025-09-08,Bangalore,18-24,student,10000,partial
689,2025-12-01,Bangalore,25-34,student,5000,partial
690,2025-10-06,Hyderabad,25-34,self_employed,10000,partial
691,2025-11-29,Pune,25-34,student,20000,partial
692,2025-09-08,Hyderabad,18-24,salaried,20000,full
693,2025-10-28,Pune,18-24,salaried,10000,full
694,2025-10-30,Bangalore,35-44,salaried,20000,full
695,2025-10-20,Pune,18-24,salaried,20000,full
696,2025-09-28,Bangalore,25-34,salaried,10000,full
697,2025-12-01,Pune,35-44,student,10000,full
698,2025-10-11,Pune,18-24,salaried,10000,partial
699,2025-11-03,Hyderabad,18-24,self_employed,20000,full
700,2025-09-27,Pune,25-34,student,5000,full
701,2025-11-02,Mumbai,35-44,student,30000,full
702,2025-09-17,Bangalore,35-44,salaried,5000,full
703,2025-11-12,Delhi,25-34,salaried,10000,full
704,2025-10-03,Mumbai,25-34,salaried,20000,full
705,2025-11-23,Bangalore,18-24,student,5000,full
706,2025-11-16,Mumbai,35-44,salaried,10000,full
707,2025-12-01,Pune,35-44,student,5000,full
708,2025-09-29,Bangalore,18-24,salaried,10000,full
709,2025-09-13,Hyderabad,18-24,salaried,5000,partial
710,2025-10-16,Pune,18-24,student,10000,full
711,2025-10-05,Pune,18-24,salaried,10000,partial
712,2025-09-06,Pune,25-34,self_employed,30000,full
713,2025-11-21,Mumbai,18-24,salaried,30000,full
714,2025-11-08,Pune,18-24,self_employed,5000,full
715,2025-10-17,Hyderabad,18-24,salaried,20000,full
716,2025-09-25,Bangalore,35-44,salaried,5000,full
717,2025-11-05,Delhi,25-34,student,5000,full
718,2025-09-10,Hyderabad,25-34,student,5000,partial
719,2025-10-26,Bangalore,18-24,student,30000,full
720,2025-09-30,Mumbai,35-44,salaried,30000,full
721,2025-09-05,Mumbai,25-34,self_employed,5000,full
722,2025-10-03,Bangalore,18-24,student,5000,full
723,2025-11-04,Mumbai,18-24,salaried,5000,full
724,2025-09-18,Hyderabad,18-24,salaried,10000,full
725,2025-10-19,Delhi,18-24,salaried,10000,full
726,2025-09-11,Bangalore,25-34,salaried,5000,full
727,2025-11-24,Bangalore,35-44,salaried,20000,full
728,2025-09-26,Delhi,25-34,student,10000,full
729,2025-11-02,Pune,25-34,student,30000,full
730,2025-11-28,Bangalore,25-34,self_employed,10000,full
731,2025-11-25,Mumbai,25-34,student,10000,full
732,2025-10-29,Bangalore,25-34,student,20000,full
733,2025-09-27,Delhi,18-24,self_employed,20000,full
734,2025-10-19,Hyderabad,18-24,student,5000,full
735,2025-11-16,Hyderabad,25-34,salaried,10000,full
736,2025-10-03,Bangalore,18-24,student,30000,full
737,2025-09-01,Delhi,18-24,salaried,5000,full
738,2025-09-21,Bangalore,25-34,student,5000,full
739,2025-10-25,Delhi,35-44,student,10000,full
740,2025-09-06,Mumbai,25-34,salaried,20000,full
741,2025-12-01,Bangalore,25-34,salaried,20000,full
742,2025-11-20,Bangalore,25-34,salaried,30000,full
743,2025-11-08,Delhi,25-34,self_employed,10000,full
744,2025-09-05,Pune,25-34,student,5000,full
745,2025-09-03,Pune,35-44,salaried,10000,full
746,2025-10-23,Bangalore,25-34,salaried,20000,full
747,2025-09-23,Hyderabad,25-34,self_employed,5000,full
748,2025-10-23,Delhi,25-34,student,5000,full
749,2025-10-07,Delhi,25-34,salaried,5000,full
750,2025-11-13,Hyderabad,18-24,self_employed,10000,full
751,2025-11-13,Pune,18-24,student,20000,full
752,2025-11-22,Pune,18-24,self_employed,10000,full
753,2025-09-17,Mumbai,35-44,student,30000,full
754,2025-11-24,Delhi,18-24,salaried,5000,full
755,2025-11-17,Hyderabad,18-24,self_employed,30000,full
756,2025-11-12,Bangalore,25-34,salaried,20000,partial
757,2025-09-01,Mumbai,18-24,salaried,10000,full
758,2025-10-21,Delhi,25-34,student,30000,full
759,2025-10-15,Mumbai,18-24,self_employed,5000,full
760,2025-11-16,Bangalore,35-44,salaried,20000,full
761,2025-09-04,Bangalore,35-44,student,20000,full
762,2025-11-01,Pune,35-44,salaried,20000,full
763,2025-11-04,Bangalore,25-34,salaried,10000,full
764,2025-10-02,Mumbai,25-34,student,5000,partial
765,2025-10-04,Bangalore,18-24,student,10000,full
766,2025-12-01,Bangalore,18-24,student,10000,full
767,2025-11-11,Bangalore,18-24,salaried,20000,full
768,2025-10-09,Bangalore,25-34,salaried,20000,full
769,2025-09-26,Pune,25-34,salaried,30000,full
770,2025-10-04,Bangalore,25-34,self_employed,5000,full
771,2025-10-24,Pune,18-24,self_employed,20000,full
772,2025-09-03,Mumbai,25-34,salaried,30000,full
773,2025-10-20,Delhi,25-34,student,20000,full
774,2025-09-12,Mumbai,25-34,salaried,5000,full
775,2025-11-04,Mumbai,25-34,salaried,5000,full
776,2025-10-24,Hyderabad,18-24,salaried,5000,full
777,2025-09-05,Bangalore,25-34,salaried,10000,full
778,2025-10-27,Delhi,25-34,salaried,10000,full
779,2025-09-17,Pune,18-24,self_employed,30000,full
780,2025-10-17,Pune,18-24,student,10000,full
781,2025-09-23,Pune,25-34,salaried,10000,full
782,2025-11-18,Delhi,25-34,student,10000,full
783,2025-11-24,Hyderabad,25-34,self_employed,20000,full
784,2025-09-14,Delhi,18-24,student,30000,full
785,2025-11-05,Delhi,35-44,student,20000,full
786,2025-11-14,Bangalore,25-34,student,10000,partial
787,2025-10-21,Mumbai,25-34,salaried,10000,full
788,2025-10-08,Bangalore,25-34,student,20000,full
789,2025-11-03,Delhi,18-24,salaried,10000,full
790,2025-10-08,Pune,25-34,salaried,5000,full
791,2025-10-20,Bangalore,18-24,student,5000,full
792,2025-11-21,Bangalore,35-44,student,5000,full
793,2025-09-30,Bangalore,25-34,self_employed,20000,full
794,2025-11-18,Pune,25-34,salaried,5000,partial
795,2025-11-30,Mumbai,25-34,salaried,5000,full
796,2025-10-21,Delhi,35-44,salaried,5000,full
797,2025-11-02,Hyderabad,25-34,student,10000,partial
798,2025-10-22,Hyderabad,25-34,student,10000,partial
799,2025-10-08,Delhi,25-34,student,10000,full
800,2025-11-27,Mumbai,25-34,self_employed,5000,full
801,2025-11-18,Hyderabad,25-34,self_employed,5000,full
802,2025-09-30,Mumbai,18-24,salaried,10000,full
803,2025-10-21,Bangalore,25-34,student,10000,full
804,2025-11-20,Pune,18-24,student,5000,full
805,2025-09-05,Mumbai,35-44,student,5000,full
806,2025-09-29,Bangalore,18-24,salaried,20000,full
807,2025-09-04,Delhi,35-44,student,10000,full
808,2025-09-10,Bangalore,25-34,self_employed,5000,full
809,2025-10-26,Bangalore,25-34,salaried,5000,full
810,2025-09-17,Hyderabad,25-34,self_employed,30000,full
811,2025-11-13,Bangalore,18-24,salaried,10000,full
812,2025-09-17,Delhi,18-24,salaried,10000,full
813,2025-11-23,Mumbai,18-24,salaried,20000,full
814,2025-11-27,Bangalore,25-34,salaried,20000,full
815,2025-11-08,Pune,25-34,salaried,20000,full
816,2025-10-04,Bangalore,25-34,salaried,10000,full
817,2025-09-06,Delhi,18-24,salaried,10000,full
818,2025-10-23,Delhi,18-24,self_employed,5000,full
819,2025-11-05,Bangalore,25-34,salaried,30000,full
820,2025-11-16,Bangalore,35-44,salaried,10000,full
821,2025-10-13,Hyderabad,25-34,self_employed,5000,full
822,2025-11-14,Pune,25-34,student,30000,full
823,2025-09-23,Bangalore,25-34,student,30000,full
824,2025-10-25,Mumbai,18-24,salaried,30000,full
825,2025-11-19,Hyderabad,35-44,salaried,20000,full
826,2025-11-14,Hyderabad,25-34,self_employed,30000,full
827,2025-09-16,Delhi,18-24,salaried,5000,full
828,2025-09-08,Delhi,25-34,salaried,20000,full
829,2025-09-04,Delhi,18-24,salaried,20000,full
830,2025-09-04,Hyderabad,35-44,student,5000,partial
831,2025-10-26,Hyderabad,18-24,salaried,5000,partial
832,2025-09-25,Bangalore,25-34,self_employed,30000,full
833,2025-11-06,Delhi,18-24,student,5000,full
834,2025-11-06,Pune,25-34,salaried,20000,full
835,2025-09-27,Hyderabad,25-34,salaried,5000,partial
836,2025-10-02,Pune,25-34,student,5000,full
837,2025-10-20,Hyderabad,25-34,student,10000,full
838,2025-10-31,Delhi,35-44,self_employed,5000,full
839,2025-10-21,Mumbai,18-24,salaried,10000,full
840,2025-09-19,Mumbai,18-24,student,10000,full
841,2025-09-21,Bangalore,18-24,student,5000,full
842,2025-09-05,Mumbai,35-44,salaried,5000,full
843,2025-11-21,Hyderabad,18-24,salaried,10000,full
844,2025-12-01,Bangalore,25-34,salaried,5000,partial
845,2025-10-12,Hyderabad,25-34,student,20000,full
846,2025-10-31,Mumbai,18-24,self_employed,10000,full
847,2025-09-22,Pune,18-24,salaried,5000,full
848,2025-09-21,Bangalore,18-24,student,10000,full
849,2025-11-09,Bangalore,25-34,salaried,5000,full
850,2025-09-01,Mumbai,18-24,salaried,5000,full
851,2025-09-05,Bangalore,18-24,self_employed,5000,full
852,2025-09-12,Hyderabad,35-44,self_employed,20000,full
853,2025-11-29,Hyderabad,35-44,student,30000,full
854,2025-10-16,Bangalore,18-24,self_employed,20000,partial
855,2025-10-04,Mumbai,18-24,salaried,10000,full
856,2025-10-19,Mumbai,18-24,self_employed,5000,full
857,2025-11-17,Delhi,25-34,student,10000,full
858,2025-11-29,Pune,25-34,salaried,20000,full
859,2025-10-15,Hyderabad,18-24,student,30000,full
860,2025-09-27,Mumbai,18-24,self_employed,5000,full
861,2025-11-12,Hyderabad,25-34,student,5000,full
862,2025-09-26,Delhi,25-34,salaried,10000,full
863,2025-10-17,Pune,18-24,student,20000,full
864,2025-11-25,Mumbai,25-34,student,20000,full
865,2025-10-26,Hyderabad,18-24,salaried,10000,partial
866,2025-11-02,Pune,18-24,self_employed,30000,full
867,2025-10-18,Bangalore,25-34,salaried,10000,full
868,2025-10-31,Hyderabad,25-34,self_employed,30000,full
869,2025-11-20,Bangalore,25-34,student,30000,full
870,2025-09-26,Delhi,35-44,salaried,20000,full
871,2025-10-06,Delhi,25-34,salaried,10000,partial
872,2025-09-01,Pune,25-34,student,5000,full
873,2025-09-08,Pune,25-34,salaried,10000,full
874,2025-10-22,Hyderabad,35-44,salaried,10000,full
875,2025-11-18,Hyderabad,35-44,salaried,20000,full
876,2025-10-17,Mumbai,18-24,salaried,5000,full
877,2025-10-26,Pune,35-44,salaried,5000,full
878,2025-11-25,Delhi,25-34,student,20000,full
879,2025-09-14,Delhi,25-34,student,5000,partial
880,2025-11-29,Bangalore,18-24,salaried,10000,full
881,2025-09-28,Hyderabad,25-34,student,10000,full
882,2025-11-26,Hyderabad,35-44,student,10000,full
883,2025-11-17,Delhi,18-24,salaried,5000,full
884,2025-11-27,Bangalore,35-44,salaried,20000,full
885,2025-09-02,Hyderabad,18-24,student,10000,full
886,2025-09-26,Bangalore,18-24,salaried,30000,full
887,2025-09-14,Hyderabad,25-34,salaried,10000,full
888,2025-10-29,Pune,25-34,student,5000,full
889,2025-10-26,Delhi,25-34,salaried,5000,full
890,2025-09-07,Bangalore,18-24,salaried,5000,full
891,2025-09-03,Hyderabad,35-44,salaried,10000,partial
892,2025-09-23,Hyderabad,18-24,salaried,5000,full
893,2025-09-18,Mumbai,18-24,student,10000,full
894,2025-10-08,Pune,18-24,salaried,10000,full
895,2025-09-15,Bangalore,25-34,salaried,5000,full
896,2025-11-03,Mumbai,35-44,self_employed,5000,full
897,2025-11-28,Hyderabad,25-34,self_employed,20000,full
898,2025-09-28,Pune,25-34,salaried,30000,partial
899,2025-11-13,Bangalore,18-24,student,5000,partial
900,2025-10-09,Hyderabad,25-34,student,5000,full
901,2025-10-27,Mumbai,25-34,student,30000,full
902,2025-09-17,Delhi,25-34,salaried,5000,full
903,2025-11-25,Bangalore,18-24,student,30000,full
904,2025-11-29,Pune,25-34,salaried,5000,full
905,2025-10-14,Bangalore,25-34,student,20000,full
906,2025-09-25,Delhi,25-34,self_employed,10000,full
907,2025-09-17,Bangalore,25-34,student,30000,full
908,2025-09-13,Pune,18-24,self_employed,10000,full
909,2025-11-23,Mumbai,25-34,self_employed,10000,full
910,2025-09-25,Hyderabad,18-24,salaried,5000,full
911,2025-11-07,Bangalore,35-44,salaried,5000,full
912,2025-09-10,Mumbai,25-34,salaried,20000,full
913,2025-11-06,Mumbai,18-24,salaried,10000,full
914,2025-09-18,Hyderabad,35-44,student,30000,full
915,2025-11-25,Pune,25-34,student,10000,full
916,2025-10-04,Bangalore,18-24,salaried,20000,full
917,2025-09-08,Mumbai,25-34,salaried,10000,full
918,2025-10-10,Bangalore,18-24,salaried,30000,full
919,2025-11-22,Mumbai,25-34,student,30000,full
920,2025-10-12,Bangalore,25-34,salaried,10000,full
921,2025-10-11,Delhi,35-44,student,20000,partial
922,2025-09-06,Delhi,25-34,student,20000,full
923,2025-10-22,Mumbai,25-34,student,5000,partial
924,2025-09-26,Delhi,25-34,student,10000,full
925,2025-11-03,Hyderabad,18-24,student,5000,full
926,2025-10-29,Delhi,25-34,self_employed,20000,full
927,2025-10-26,Bangalore,25-34,student,5000,full
928,2025-10-29,Hyderabad,18-24,salaried,5000,full
929,2025-11-09,Bangalore,25-34,student,10000,full
930,2025-10-03,Delhi,35-44,self_employed,10000,full
931,2025-10-23,Mumbai,35-44,salaried,20000,full
932,2025-09-22,Delhi,18-24,student,30000,full
933,2025-09-21,Bangalore,18-24,salaried,10000,full
934,2025-11-09,Delhi,18-24,salaried,5000,partial
935,2025-11-09,Pune,35-44,salaried,20000,full
936,2025-09-04,Mumbai,18-24,student,10000,full
937,2025-11-14,Mumbai,25-34,self_employed,10000,full
938,2025-11-01,Mumbai,18-24,salaried,10000,full
939,2025-11-01,Bangalore,25-34,student,10000,full
940,2025-09-24,Delhi,18-24,salaried,10000,partial
941,2025-10-25,Hyderabad,25-34,salaried,20000,full
942,2025-09-09,Bangalore,18-24,self_employed,10000,partial
943,2025-09-03,Bangalore,25-34,salaried,20000,full
944,2025-10-01,Bangalore,18-24,salaried,10000,full
945,2025-10-10,Delhi,25-34,student,5000,full
946,2025-10-06,Pune,35-44,self_employed,20000,full
947,2025-09-24,Bangalore,18-24,salaried,10000,partial
948,2025-09-06,Mumbai,35-44,student,5000,full
949,2025-11-05,Bangalore,25-34,student,10000,full
950,2025-11-23,Pune,18-24,student,10000,full
951,2025-12-01,Bangalore,25-34,self_employed,20000,full
952,2025-11-14,Delhi,18-24,student,10000,full
953,2025-09-04,Hyderabad,25-34,salaried,20000,full
954,2025-11-18,Hyderabad,25-34,student,5000,full
955,2025-09-06,Delhi,18-24,salaried,10000,full
956,2025-10-21,Delhi,25-34,salaried,30000,full
957,2025-11-01,Delhi,25-34,self_employed,20000,full
958,2025-10-27,Bangalore,35-44,salaried,5000,full
959,2025-11-05,Bangalore,25-34,self_employed,5000,partial
960,2025-11-18,Delhi,35-44,salaried,10000,full
961,2025-11-14,Bangalore,25-34,student,10000,full
962,2025-09-08,Bangalore,18-24,student,20000,partial
963,2025-09-26,Mumbai,25-34,salaried,20000,full
964,2025-10-21,Pune,25-34,self_employed,10000,full
965,2025-10-15,Mumbai,25-34,self_employed,20000,full
966,2025-10-14,Bangalore,25-34,student,10000,full
967,2025-09-05,Bangalore,25-34,student,5000,full
968,2025-11-09,Pune,25-34,student,10000,full
969,2025-09-26,Bangalore,25-34,self_employed,30000,full
970,2025-11-07,Bangalore,18-24,self_employed,20000,full
971,2025-09-19,Mumbai,25-34,salaried,10000,full
972,2025-11-23,Mumbai,25-34,salaried,10000,full
973,2025-09-20,Mumbai,18-24,salaried,30000,full
974,2025-09-12,Bangalore,25-34,salaried,10000,full
975,2025-10-17,Bangalore,25-34,student,10000,full
976,2025-09-01,Pune,18-24,salaried,30000,full
977,2025-11-29,Bangalore,18-24,student,20000,full
978,2025-09-14,Mumbai,18-24,student,10000,partial
979,2025-11-03,Hyderabad,35-44,self_employed,10000,partial
980,2025-10-08,Mumbai,18-24,salaried,10000,full
981,2025-10-07,Delhi,18-24,salaried,5000,full
982,2025-09-11,Bangalore,25-34,salaried,30000,full
983,2025-11-16,Mumbai,18-24,salaried,10000,partial
984,2025-09-03,Pune,18-24,salaried,20000,full
985,2025-10-03,Pune,18-24,salaried,5000,full
986,2025-09-06,Bangalore,25-34,salaried,10000,full
987,2025-10-20,Bangalore,25-34,salaried,5000,full
988,2025-09-10,Pune,18-24,student,20000,full
989,2025-09-05,Hyderabad,25-34,student,10000,full
990,2025-09-23,Pune,35-44,salaried,10000,full
991,2025-09-10,Bangalore,18-24,student,5000,full
992,2025-10-14,Mumbai,18-24,salaried,5000,full
993,2025-09-02,Hyderabad,18-24,student,5000,full
994,2025-09-13,Mumbai,25-34,student,5000,full
995,2025-10-10,Delhi,25-34,salaried,10000,full
996,2025-09-02,Bangalore,18-24,self_employed,10000,full
997,2025-11-23,Mumbai,25-34,student,10000,full
998,2025-11-04,Bangalore,18-24,salaried,10000,full
999,2025-11-02,Delhi,25-34,salaried,5000,full
1000,2025-11-12,Pune,25-34,student,5000,full
1001,2025-09-17,Delhi,18-24,salaried,5000,full
1002,2025-09-09,Hyderabad,25-34,salaried,20000,full
1003,2025-11-14,Bangalore,18-24,salaried,10000,full
1004,2025-09-15,Mumbai,25-34,self_employed,5000,full
1005,2025-09-24,Pune,18-24,student,5000,full
1006,2025-10-08,Bangalore,35-44,student,20000,full
1007,2025-10-05,Bangalore,18-24,self_employed,20000,full
1008,2025-10-19,Delhi,35-44,salaried,10000,full
1009,2025-11-08,Bangalore,18-24,salaried,10000,full
1010,2025-11-01,Hyderabad,25-34,salaried,5000,full
1011,2025-10-30,Pune,18-24,student,30000,full
1012,2025-10-20,Delhi,35-44,salaried,20000,full
1013,2025-11-17,Bangalore,18-24,student,10000,partial
1014,2025-11-14,Delhi,18-24,student,20000,partial
1015,2025-09-09,Hyderabad,25-34,student,20000,full
1016,2025-10-04,Bangalore,18-24,self_employed,5000,full
1017,2025-11-15,Mumbai,18-24,student,10000,full
1018,2025-10-05,Mumbai,35-44,salaried,5000,full
1019,2025-09-01,Mumbai,35-44,self_employed,5000,full
1020,2025-10-10,Bangalore,18-24,salaried,20000,full
1021,2025-11-03,Hyderabad,35-44,salaried,5000,partial
