user_id,signup_date,city,age_band,employment_type,credit_limit,kyc_status,txn_count,avg_amount,night_txn_ratio,total_spend,default_count,avg_delay
513,2025-09-29,Bangalore,18-24,salaried,10000,full,38,1790.6052631578948,0.2631578947368421,68043,1,3.0
514,2025-09-13,Mumbai,25-34,salaried,20000,partial,37,1322.918918918919,0.2972972972972973,48948,0,2.0
515,2025-09-12,Bangalore,35-44,salaried,10000,full,23,2087.913043478261,0.43478260869565216,48022,1,4.0
516,2025-10-16,Bangalore,35-44,student,5000,full,29,2628.3793103448274,0.3103448275862069,76223,1,4.5
517,2025-09-02,Hyderabad,25-34,salaried,5000,full,19,1323.4736842105262,0.3157894736842105,25146,1,0.0
518,2025-10-05,Bangalore,25-34,self_employed,10000,full,32,2132.0625,0.25,68226,2,0.0
519,2025-11-26,Hyderabad,18-24,salaried,30000,full,20,1545.55,0.35,30911,0,1.6666666666666667
520,2025-11-20,Bangalore,25-34,self_employed,5000,full,26,2433.230769230769,0.23076923076923078,63264,1,4.5
521,2025-11-29,Bangalore,25-34,self_employed,5000,full,30,2138.3,0.43333333333333335,64149,1,0.0
522,2025-09-08,Hyderabad,18-24,student,30000,full,24,2093.5,0.25,50244,0,0.0
523,2025-09-26,Delhi,25-34,student,5000,full,39,1969.948717948718,0.20512820512820512,76828,0,2.0
524,2025-11-13,Bangalore,25-34,self_employed,20000,partial,25,2147.64,0.28,53691,0,0.0
525,2025-11-29,Delhi,35-44,self_employed,10000,full,29,1757.3793103448277,0.2413793103448276,50964,0,1.6666666666666667
526,2025-10-04,Bangalore,18-24,student,5000,full,13,1625.076923076923,0.3076923076923077,21126,0,0.0
527,2025-09-07,Hyderabad,25-34,student,30000,full,17,2286.3529411764707,0.47058823529411764,38868,1,6.5
528,2025-11-07,Delhi,18-24,student,5000,full,27,1913.3703703703704,0.25925925925925924,51661,2,0.0
529,2025-10-28,Hyderabad,18-24,self_employed,10000,partial,38,2342.1052631578946,0.2631578947368421,89000,0,2.3333333333333335
530,2025-11-14,Pune,35-44,student,5000,full,12,1812.9166666666667,0.3333333333333333,21755,2,0.0
531,2025-09-29,Delhi,25-34,salaried,5000,full,38,1522.8157894736842,0.42105263157894735,57867,1,2.5
532,2025-10-06,Pune,25-34,self_employed,5000,partial,21,1356.5714285714287,0.23809523809523808,28488,1,0.0
533,2025-11-28,Delhi,18-24,student,5000,full,39,1272.2564102564102,0.3333333333333333,49618,1,3.0
534,2025-09-21,Pune,25-34,salaried,5000,full,33,1529.7272727272727,0.36363636363636365,50481,0,0.0
535,2025-10-06,Bangalore,25-34,student,20000,full,32,1693.28125,0.1875,54185,0,1.3333333333333333
536,2025-09-10,Mumbai,18-24,self_employed,10000,full,23,2151.3478260869565,0.391304347826087,49481,0,1.0
537,2025-11-12,Delhi,25-34,student,10000,full,25,1978.84,0.16,49471,2,0.0
538,2025-09-24,Delhi,18-24,salaried,10000,full,18,2438.3333333333335,0.3333333333333333,43890,0,2.3333333333333335
539,2025-11-03,Mumbai,25-34,salaried,30000,partial,36,2210.222222222222,0.3611111111111111,79568,0,0.0
540,2025-10-19,Hyderabad,25-34,student,30000,full,37,1900.4054054054054,0.24324324324324326,70315,1,3.5
541,2025-10-06,Bangalore,18-24,student,20000,full,37,1966.2972972972973,0.35135135135135137,72753,1,0.0
542,2025-11-21,Bangalore,18-24,salaried,20000,full,24,2040.625,0.2916666666666667,48975,2,0.0
543,2025-09-24,Hyderabad,18-24,student,10000,full,29,1905.4827586206898,0.3103448275862069,55259,2,0.0
544,2025-09-23,Mumbai,18-24,self_employed,10000,full,27,1986.5185185185185,0.2222222222222222,53636,1,0.0
545,2025-11-01,Pune,25-34,self_employed,10000,full,19,1911.7894736842106,0.2631578947368421,36324,0,2.6666666666666665
546,2025-10-07,Hyderabad,25-34,salaried,10000,full,36,1872.7222222222222,0.2222222222222222,67418,0,0.0
547,2025-09-12,Pune,18-24,salaried,10000,full,27,2744.6666666666665,0.18518518518518517,74106,0,0.0
548,2025-10-25,Hyderabad,18-24,salaried,10000,full,10,2556.9,0.4,25569,2,0.0
549,2025-09-13,Bangalore,25-34,self_employed,30000,full,22,2508.818181818182,0.4090909090909091,55194,0,0.0
550,2025-09-23,Bangalore,25-34,salaried,20000,full,29,2157.7586206896553,0.3448275862068966,62575,0,2.0
551,2025-11-28,Hyderabad,18-24,student,10000,full,34,1822.2941176470588,0.23529411764705882,61958,3,0.0
552,2025-09-30,Mumbai,18-24,student,20000,full,27,2053.4814814814813,0.4074074074074074,55444,0,3.0
553,2025-09-17,Bangalore,25-34,salaried,5000,full,13,2161.4615384615386,0.38461538461538464,28099,0,1.3333333333333333
554,2025-11-01,Delhi,18-24,salaried,5000,full,23,1640.4347826086957,0.2608695652173913,37730,0,0.0
555,2025-11-23,Pune,18-24,salaried,10000,partial,13,2803.6923076923076,0.38461538461538464,36448,0,4.333333333333333
556,2025-11-28,Mumbai,25-34,student,10000,full,37,2250.945945945946,0.2972972972972973,83285,1,2.5
557,2025-11-25,Delhi,25-34,salaried,5000,full,32,1859.4375,0.21875,59502,0,4.333333333333333
558,2025-09-13,Delhi,25-34,student,20000,full,38,1660.657894736842,0.39473684210526316,63105,0,1.0
559,2025-10-29,Bangalore,25-34,student,10000,full,39,1598.0,0.38461538461538464,62322,1,0.0
560,2025-09-19,Delhi,25-34,salaried,10000,full,35,1637.9714285714285,0.2857142857142857,57329,0,2.3333333333333335
561,2025-10-19,Delhi,18-24,student,5000,full,12,2106.3333333333335,0.16666666666666666,25276,1,0.0
562,2025-09-12,Bangalore,18-24,salaried,5000,full,14,1836.5714285714287,0.5714285714285714,25712,0,1.6666666666666667
563,2025-10-31,Hyderabad,18-24,salaried,20000,full,35,1688.3428571428572,0.2,59092,1,3.0
564,2025-09-19,Delhi,18-24,salaried,10000,full,23,1239.2173913043478,0.5217391304347826,28502,1,3.5
565,2025-11-15,Hyderabad,25-34,salaried,30000,full,25,2116.48,0.36,52912,0,2.0
566,2025-09-09,Pune,35-44,student,30000,full,35,2022.057142857143,0.2571428571428571,70772,0,0.0
567,2025-11-10,Bangalore,35-44,student,10000,full,24,1563.5416666666667,0.20833333333333334,37525,1,0.0
568,2025-09-28,Mumbai,25-34,self_employed,5000,partial,21,1904.1904761904761,0.23809523809523808,39988,0,0.0
569,2025-11-17,Delhi,18-24,salaried,20000,full,10,1360.0,0.5,13600,0,1.3333333333333333
570,2025-10-22,Pune,18-24,salaried,30000,full,22,2089.1363636363635,0.2727272727272727,45961,0,0.0
571,2025-11-22,Bangalore,25-34,student,10000,full,14,2648.5714285714284,0.21428571428571427,37080,2,0.0
572,2025-09-16,Mumbai,25-34,salaried,20000,full,27,2128.6296296296296,0.1111111111111111,57473,0,0.0
573,2025-11-08,Mumbai,25-34,salaried,20000,full,17,2279.3529411764707,0.17647058823529413,38749,0,0.0
574,2025-09-12,Bangalore,25-34,salaried,10000,full,25,1437.16,0.24,35929,0,0.0
575,2025-09-25,Bangalore,25-34,salaried,10000,full,35,1630.1142857142856,0.22857142857142856,57054,0,0.0
576,2025-10-22,Mumbai,25-34,student,20000,full,23,1675.4347826086957,0.2608695652173913,38535,1,0.0
577,2025-11-24,Hyderabad,18-24,student,10000,full,26,1375.6538461538462,0.2692307692307692,35767,0,0.0
578,2025-10-23,Delhi,25-34,self_employed,5000,full,10,1972.3,0.2,19723,1,0.0
579,2025-09-23,Mumbai,35-44,self_employed,10000,full,13,2159.3076923076924,0.6153846153846154,28071,0,2.0
580,2025-09-16,Delhi,18-24,student,5000,partial,38,1343.0526315789473,0.5263157894736842,51036,1,3.5
581,2025-10-27,Hyderabad,25-34,salaried,5000,full,30,2352.1,0.16666666666666666,70563,0,1.3333333333333333
582,2025-10-09,Bangalore,18-24,student,30000,full,19,2054.9473684210525,0.15789473684210525,39044,1,0.0
583,2025-10-23,Pune,35-44,student,5000,full,29,1865.2413793103449,0.20689655172413793,54092,1,4.0
584,2025-10-12,Bangalore,18-24,student,5000,full,10,2136.6,0.1,21366,2,0.0
585,2025-10-28,Delhi,25-34,student,10000,full,19,2493.7894736842104,0.21052631578947367,47382,1,4.0
586,2025-10-09,Bangalore,18-24,salaried,10000,full,12,1296.0833333333333,0.16666666666666666,15553,1,0.0
587,2025-09-14,Bangalore,25-34,salaried,10000,full,13,2705.3846153846152,0.15384615384615385,35170,1,0.0
588,2025-09-05,Mumbai,18-24,student,5000,partial,39,1884.974358974359,0.41025641025641024,73514,0,0.0
589,2025-10-05,Bangalore,18-24,student,5000,full,38,1939.0263157894738,0.3684210526315789,73683,1,3.0
590,2025-11-26,Hyderabad,25-34,self_employed,5000,full,31,2315.6774193548385,0.2903225806451613,71786,0,4.666666666666667
591,2025-11-14,Bangalore,35-44,student,10000,full,28,1856.4642857142858,0.32142857142857145,51981,1,0.0
592,2025-09-18,Delhi,18-24,salaried,5000,full,18,1419.388888888889,0.2777777777777778,25549,0,2.6666666666666665
593,2025-11-15,Delhi,18-24,student,30000,full,29,1970.344827586207,0.27586206896551724,57140,1,4.0
594,2025-09-09,Bangalore,25-34,salaried,10000,full,31,1204.258064516129,0.3548387096774194,37332,0,2.0
595,2025-11-13,Bangalore,25-34,student,5000,full,14,1471.7857142857142,0.07142857142857142,20605,1,2.0
596,2025-10-28,Delhi,35-44,student,20000,full,13,1833.923076923077,0.15384615384615385,23841,0,0.0
597,2025-09-17,Delhi,18-24,student,10000,partial,14,2854.4285714285716,0.2857142857142857,39962,1,0.0
598,2025-09-07,Delhi,25-34,student,10000,full,38,2178.9210526315787,0.34210526315789475,82799,1,3.5
599,2025-10-16,Mumbai,18-24,salaried,5000,full,32,2318.65625,0.25,74197,0,0.0
600,2025-09-13,Mumbai,18-24,salaried,10000,full,13,881.6153846153846,0.38461538461538464,11461,1,0.0
601,2025-10-10,Bangalore,25-34,student,20000,full,35,2127.1428571428573,0.2571428571428571,74450,0,0.0
602,2025-10-12,Delhi,25-34,student,30000,full,20,1980.6,0.2,39612,3,0.0
603,2025-09-09,Pune,25-34,salaried,5000,full,16,1543.8125,0.25,24701,0,1.0
604,2025-10-20,Mumbai,18-24,salaried,10000,full,18,2033.9444444444443,0.4444444444444444,36611,2,0.0
605,2025-09-27,Mumbai,25-34,self_employed,10000,full,33,1755.8181818181818,0.30303030303030304,57942,0,5.0
606,2025-11-05,Delhi,25-34,salaried,30000,full,12,1921.4166666666667,0.25,23057,0,2.6666666666666665
607,2025-09-05,Hyderabad,35-44,salaried,30000,full,16,1993.625,0.3125,31898,1,1.5
608,2025-09-29,Hyderabad,18-24,salaried,5000,full,26,2156.076923076923,0.4230769230769231,56058,1,3.0
609,2025-10-07,Mumbai,18-24,self_employed,5000,partial,24,1269.2916666666667,0.4583333333333333,30463,0,6.333333333333333
610,2025-10-08,Pune,18-24,self_employed,10000,full,33,2103.4848484848485,0.24242424242424243,69415,0,0.0
611,2025-11-22,Bangalore,25-34,student,5000,full,25,2848.8,0.32,71220,1,4.0
612,2025-09-08,Bangalore,18-24,student,10000,full,16,2341.9375,0.25,37471,1,0.0
613,2025-11-04,Hyderabad,35-44,student,5000,partial,20,3113.05,0.2,62261,1,1.5
614,2025-11-25,Hyderabad,18-24,salaried,10000,full,16,1924.875,0.4375,30798,0,1.0
615,2025-09-17,Bangalore,35-44,salaried,30000,full,32,2516.34375,0.375,80523,1,3.0
616,2025-11-10,Bangalore,18-24,salaried,30000,full,20,1362.25,0.35,27245,0,0.0
617,2025-11-28,Bangalore,25-34,student,10000,full,21,2767.7619047619046,0.42857142857142855,58123,2,5.0
618,2025-10-15,Bangalore,35-44,salaried,10000,full,38,1667.3157894736842,0.42105263157894735,63358,1,0.0
619,2025-09-04,Hyderabad,18-24,self_employed,20000,full,10,2149.9,0.2,21499,1,0.0
620,2025-10-06,Mumbai,35-44,student,5000,full,10,1940.4,0.2,19404,0,0.0
621,2025-11-09,Delhi,25-34,salaried,10000,full,18,2132.6111111111113,0.3888888888888889,38387,0,0.0
622,2025-10-01,Delhi,35-44,salaried,10000,full,24,1726.7916666666667,0.4166666666666667,41443,1,0.0
623,2025-09-19,Bangalore,25-34,self_employed,5000,full,10,1677.7,0.3,16777,1,0.0
624,2025-10-31,Bangalore,18-24,self_employed,10000,full,14,1730.357142857143,0.2857142857142857,24225,0,3.0
625,2025-10-24,Mumbai,18-24,salaried,5000,partial,33,1497.030303030303,0.24242424242424243,49402,0,0.0
626,2025-10-09,Pune,18-24,salaried,10000,partial,10,1978.6,0.2,19786,1,4.5
627,2025-11-30,Hyderabad,18-24,self_employed,5000,full,29,2144.0344827586205,0.2413793103448276,62177,0,1.0
628,2025-11-13,Bangalore,18-24,salaried,10000,full,26,1679.0,0.34615384615384615,43654,0,0.0
629,2025-11-29,Pune,18-24,student,5000,full,14,2092.785714285714,0.21428571428571427,29299,1,3.0
630,2025-09-19,Hyderabad,25-34,salaried,20000,full,26,1810.6538461538462,0.2692307692307692,47077,0,2.0
631,2025-10-09,Hyderabad,25-34,student,10000,full,23,2322.521739130435,0.08695652173913043,53418,0,1.6666666666666667
632,2025-11-06,Delhi,18-24,salaried,10000,full,26,1986.1153846153845,0.2692307692307692,51639,1,2.0
633,2025-10-15,Delhi,18-24,self_employed,10000,partial,25,1582.72,0.4,39568,0,3.0
634,2025-09-13,Delhi,25-34,salaried,10000,partial,27,2637.222222222222,0.3333333333333333,71205,0,4.666666666666667
635,2025-12-01,Bangalore,18-24,salaried,5000,full,32,1871.375,0.1875,59884,0,1.6666666666666667
636,2025-10-28,Bangalore,18-24,student,20000,full,34,1609.1470588235295,0.23529411764705882,54711,1,0.0
637,2025-09-20,Bangalore,18-24,salaried,5000,partial,30,1850.3666666666666,0.43333333333333335,55511,1,0.0
638,2025-12-01,Delhi,35-44,student,5000,partial,21,2064.095238095238,0.2857142857142857,43346,0,2.6666666666666665
639,2025-11-11,Hyderabad,25-34,student,20000,partial,32,1648.34375,0.3125,52747,1,0.0
640,2025-10-31,Delhi,18-24,salaried,5000,full,13,1494.2307692307693,0.07692307692307693,19425,0,0.0
641,2025-10-09,Bangalore,25-34,student,10000,full,11,1664.3636363636363,0.2727272727272727,18308,1,4.5
642,2025-09-01,Pune,25-34,salaried,10000,full,29,2227.9310344827586,0.27586206896551724,64610,0,0.0
643,2025-09-03,Pune,25-34,salaried,10000,full,12,4029.1666666666665,0.25,48350,0,2.3333333333333335
644,2025-11-16,Hyderabad,25-34,self_employed,20000,full,33,1766.2727272727273,0.12121212121212122,58287,0,0.0
645,2025-12-01,Pune,25-34,salaried,10000,full,28,2128.9285714285716,0.39285714285714285,59610,1,3.5
646,2025-11-01,Mumbai,18-24,student,10000,partial,11,948.8181818181819,0.45454545454545453,10437,2,0.0
647,2025-11-02,Pune,18-24,student,20000,partial,18,1445.111111111111,0.16666666666666666,26012,0,0.0
648,2025-09-25,Bangalore,25-34,salaried,5000,full,21,1589.2857142857142,0.19047619047619047,33375,0,2.6666666666666665
649,2025-10-26,Delhi,35-44,salaried,10000,partial,14,2000.5714285714287,0.21428571428571427,28008,0,2.3333333333333335
650,2025-10-03,Bangalore,25-34,salaried,10000,full,12,2174.25,0.16666666666666666,26091,0,3.6666666666666665
651,2025-10-08,Bangalore,25-34,salaried,10000,full,36,2485.5833333333335,0.2777777777777778,89481,0,1.6666666666666667
652,2025-09-06,Bangalore,35-44,student,30000,full,35,1954.5714285714287,0.34285714285714286,68410,0,2.3333333333333335
653,2025-10-28,Mumbai,18-24,salaried,20000,full,39,1920.4102564102564,0.38461538461538464,74896,0,1.0
654,2025-10-14,Hyderabad,25-34,salaried,5000,full,20,1593.75,0.35,31875,0,1.3333333333333333
655,2025-10-15,Mumbai,25-34,student,5000,full,28,2504.8214285714284,0.32142857142857145,70135,2,0.0
656,2025-10-02,Bangalore,35-44,student,5000,full,33,1303.939393939394,0.36363636363636365,43030,2,0.0
657,2025-10-15,Hyderabad,35-44,student,5000,full,15,1317.7333333333333,0.5333333333333333,19766,0,0.0
658,2025-10-31,Mumbai,25-34,student,5000,partial,22,1973.590909090909,0.2727272727272727,43419,1,4.5
659,2025-10-17,Delhi,18-24,salaried,10000,full,36,2331.277777777778,0.4166666666666667,83926,0,0.0
660,2025-09-21,Mumbai,25-34,student,20000,full,20,1948.8,0.4,38976,2,0.0
661,2025-11-19,Bangalore,18-24,student,20000,full,23,2261.7391304347825,0.391304347826087,52020,0,0.0
662,2025-11-24,Delhi,25-34,student,5000,full,33,1380.7575757575758,0.3939393939393939,45565,2,8.0
663,2025-11-14,Pune,35-44,self_employed,10000,full,32,1904.03125,0.34375,60929,0,0.0
664,2025-10-06,Bangalore,18-24,self_employed,10000,full,18,1111.9444444444443,0.3333333333333333,20015,0,2.6666666666666665
665,2025-09-19,Delhi,25-34,student,20000,full,29,2061.7241379310344,0.2413793103448276,59790,1,4.0
666,2025-09-20,Pune,25-34,student,20000,full,19,2039.0,0.3157894736842105,38741,2,0.0
667,2025-10-27,Hyderabad,25-34,student,30000,full,12,1636.4166666666667,0.16666666666666666,19637,0,0.0
668,2025-09-18,Bangalore,18-24,salaried,10000,full,17,2025.1764705882354,0.35294117647058826,34428,1,0.0
669,2025-10-17,Bangalore,25-34,student,10000,full,21,2385.8571428571427,0.38095238095238093,50103,0,3.0
670,2025-10-19,Bangalore,35-44,salaried,5000,partial,12,1437.25,0.16666666666666666,17247,0,2.3333333333333335
671,2025-09-14,Mumbai,35-44,salaried,10000,full,38,2111.342105263158,0.23684210526315788,80231,1,1.5
672,2025-09-15,Delhi,18-24,self_employed,5000,full,36,2093.8055555555557,0.25,75377,1,6.5
673,2025-10-01,Bangalore,35-44,student,10000,partial,19,1496.0,0.42105263157894735,28424,1,0.0
674,2025-09-01,Pune,25-34,self_employed,10000,full,19,2544.0526315789475,0.2631578947368421,48337,0,0.0
675,2025-10-24,Mumbai,18-24,salaried,5000,full,30,1920.7,0.23333333333333334,57621,0,3.0
676,2025-09-03,Bangalore,18-24,student,5000,partial,10,2115.5,0.4,21155,1,2.5
677,2025-09-16,Mumbai,18-24,salaried,5000,full,21,1939.095238095238,0.42857142857142855,40721,0,0.0
678,2025-11-26,Mumbai,35-44,student,5000,full,29,2248.4137931034484,0.27586206896551724,65204,1,0.0
679,2025-10-27,Bangalore,25-34,student,5000,partial,21,1556.5238095238096,0.2857142857142857,32687,2,0.0
680,2025-11-14,Bangalore,25-34,student,5000,partial,29,1871.7241379310344,0.13793103448275862,54280,0,0.0
681,2025-09-12,Hyderabad,18-24,salaried,5000,full,31,2258.8709677419356,0.1935483870967742,70025,0,0.0
682,2025-11-13,Delhi,25-34,salaried,5000,full,30,2019.0333333333333,0.26666666666666666,60571,0,0.0
683,2025-09-16,Mumbai,18-24,self_employed,30000,full,35,1484.2285714285715,0.2857142857142857,51948,0,0.0
684,2025-11-11,Delhi,18-24,student,10000,full,32,2167.03125,0.34375,69345,0,0.0
685,2025-11-15,Bangalore,25-34,self_employed,5000,full,11,2154.3636363636365,0.36363636363636365,23698,1,4.5
686,2025-09-24,Bangalore,18-24,student,10000,full,39,2477.076923076923,0.358974358974359,96606,1,0.0
687,2025-09-28,Delhi,25-34,salaried,20000,full,13,2593.153846153846,0.23076923076923078,33711,0,1.3333333333333333
688,2025-09-08,Bangalore,18-24,student,10000,partial,13,2108.6923076923076,0.07692307692307693,27413,2,8.0
689,2025-12-01,Bangalore,25-34,student,5000,partial,36,2030.9166666666667,0.3055555555555556,73113,0,2.0
690,2025-10-06,Hyderabad,25-34,self_employed,10000,partial,21,2036.7142857142858,0.38095238095238093,42771,0,2.3333333333333335
691,2025-11-29,Pune,25-34,student,20000,partial,19,2017.6842105263158,0.21052631578947367,38336,0,3.3333333333333335
692,2025-09-08,Hyderabad,18-24,salaried,20000,full,22,1573.590909090909,0.5454545454545454,34619,2,0.0
693,2025-10-28,Pune,18-24,salaried,10000,full,35,1905.5714285714287,0.2571428571428571,66695,0,4.666666666666667
694,2025-10-30,Bangalore,35-44,salaried,20000,full,27,1849.4074074074074,0.25925925925925924,49934,0,0.0
695,2025-10-20,Pune,18-24,salaried,20000,full,24,1417.4583333333333,0.2916666666666667,34019,0,6.0
696,2025-09-28,Bangalore,25-34,salaried,10000,full,23,1947.1304347826087,0.21739130434782608,44784,0,1.6666666666666667
697,2025-12-01,Pune,35-44,student,10000,full,33,1656.2727272727273,0.2727272727272727,54657,2,0.0
698,2025-10-11,Pune,18-24,salaried,10000,partial,24,2195.625,0.20833333333333334,52695,0,2.0
699,2025-11-03,Hyderabad,18-24,self_employed,20000,full,10,1820.5,0.5,18205,0,0.0
700,2025-09-27,Pune,25-34,student,5000,full,26,2178.230769230769,0.23076923076923078,56634,2,0.0
701,2025-11-02,Mumbai,35-44,student,30000,full,20,2954.3,0.1,59086,0,0.0
702,2025-09-17,Bangalore,35-44,salaried,5000,full,30,2708.133333333333,0.16666666666666666,81244,1,0.0
703,2025-11-12,Delhi,25-34,salaried,10000,full,10,1930.8,0.2,19308,1,0.0
704,2025-10-03,Mumbai,25-34,salaried,20000,full,25,2024.56,0.28,50614,0,2.0
705,2025-11-23,Bangalore,18-24,student,5000,full,33,2240.909090909091,0.3939393939393939,73950,0,1.6666666666666667
706,2025-11-16,Mumbai,35-44,salaried,10000,full,38,2201.0526315789475,0.39473684210526316,83640,0,0.0
707,2025-12-01,Pune,35-44,student,5000,full,39,2044.2307692307693,0.2564102564102564,79725,0,2.3333333333333335
708,2025-09-29,Bangalore,18-24,salaried,10000,full,13,2105.5384615384614,0.23076923076923078,27372,1,0.0
709,2025-09-13,Hyderabad,18-24,salaried,5000,partial,36,2355.3333333333335,0.25,84792,0,0.0
710,2025-10-16,Pune,18-24,student,10000,full,32,2972.0625,0.375,95106,1,0.0
711,2025-10-05,Pune,18-24,salaried,10000,partial,31,1590.0967741935483,0.2903225806451613,49293,1,0.0
712,2025-09-06,Pune,25-34,self_employed,30000,full,32,2061.71875,0.40625,65975,2,0.0
713,2025-11-21,Mumbai,18-24,salaried,30000,full,12,1096.5,0.3333333333333333,13158,1,1.5
714,2025-11-08,Pune,18-24,self_employed,5000,full,21,1985.142857142857,0.14285714285714285,41688,0,1.0
715,2025-10-17,Hyderabad,18-24,salaried,20000,full,39,1910.5641025641025,0.20512820512820512,74512,0,0.0
716,2025-09-25,Bangalore,35-44,salaried,5000,full,39,1969.1538461538462,0.3076923076923077,76797,0,0.0
717,2025-11-05,Delhi,25-34,student,5000,full,26,2285.5,0.23076923076923078,59423,1,2.0
718,2025-09-10,Hyderabad,25-34,student,5000,partial,11,2350.2727272727275,0.2727272727272727,25853,1,2.5
719,2025-10-26,Bangalore,18-24,student,30000,full,12,1559.5833333333333,0.25,18715,0,1.6666666666666667
720,2025-09-30,Mumbai,35-44,salaried,30000,full,16,2414.4375,0.3125,38631,0,0.0
721,2025-09-05,Mumbai,25-34,self_employed,5000,full,20,2063.3,0.3,41266,0,2.0
722,2025-10-03,Bangalore,18-24,student,5000,full,17,1328.8235294117646,0.23529411764705882,22590,1,3.0
723,2025-11-04,Mumbai,18-24,salaried,5000,full,33,922.4242424242424,0.15151515151515152,30440,0,0.0
724,2025-09-18,Hyderabad,18-24,salaried,10000,full,11,1967.4545454545455,0.18181818181818182,21642,1,0.0
725,2025-10-19,Delhi,18-24,salaried,10000,full,29,1648.3103448275863,0.20689655172413793,47801,0,2.3333333333333335
726,2025-09-11,Bangalore,25-34,salaried,5000,full,11,2331.3636363636365,0.09090909090909091,25645,0,0.0
727,2025-11-24,Bangalore,35-44,salaried,20000,full,18,2014.0,0.3333333333333333,36252,0,5.0
728,2025-09-26,Delhi,25-34,student,10000,full,27,1448.5185185185185,0.2962962962962963,39110,2,0.0
729,2025-11-02,Pune,25-34,student,30000,full,29,2160.689655172414,0.27586206896551724,62660,1,2.5
730,2025-11-28,Bangalore,25-34,self_employed,10000,full,36,1600.4166666666667,0.4166666666666667,57615,1,0.0
731,2025-11-25,Mumbai,25-34,student,10000,full,10,2310.1,0.2,23101,2,0.0
732,2025-10-29,Bangalore,25-34,student,20000,full,23,1512.2173913043478,0.13043478260869565,34781,0,4.333333333333333
733,2025-09-27,Delhi,18-24,self_employed,20000,full,19,1937.0,0.15789473684210525,36803,0,3.0
734,2025-10-19,Hyderabad,18-24,student,5000,full,15,1444.8666666666666,0.2,21673,2,0.0
735,2025-11-16,Hyderabad,25-34,salaried,10000,full,17,1282.0,0.4117647058823529,21794,0,0.0
736,2025-10-03,Bangalore,18-24,student,30000,full,25,2050.12,0.24,51253,2,0.0
737,2025-09-01,Delhi,18-24,salaried,5000,full,15,3023.4,0.3333333333333333,45351,0,0.0
738,2025-09-21,Bangalore,25-34,student,5000,full,19,1820.9473684210527,0.42105263157894735,34598,1,0.0
739,2025-10-25,Delhi,35-44,student,10000,full,36,2437.25,0.2777777777777778,87741,1,0.0
740,2025-09-06,Mumbai,25-34,salaried,20000,full,16,3184.125,0.25,50946,0,4.666666666666667
741,2025-12-01,Bangalore,25-34,salaried,20000,full,15,2028.0,0.13333333333333333,30420,0,1.3333333333333333
742,2025-11-20,Bangalore,25-34,salaried,30000,full,20,1707.5,0.25,34150,0,0.0
743,2025-11-08,Delhi,25-34,self_employed,10000,full,22,2064.8636363636365,0.36363636363636365,45427,0,2.3333333333333335
744,2025-09-05,Pune,25-34,student,5000,full,36,2178.8055555555557,0.1388888888888889,78437,1,0.0
745,2025-09-03,Pune,35-44,salaried,10000,full,33,2308.030303030303,0.3333333333333333,76165,0,1.6666666666666667
746,2025-10-23,Bangalore,25-34,salaried,20000,full,29,2656.7241379310344,0.3103448275862069,77045,0,0.0
747,2025-09-23,Hyderabad,25-34,self_employed,5000,full,15,1226.7333333333333,0.26666666666666666,18401,2,0.0
748,2025-10-23,Delhi,25-34,student,5000,full,15,2131.6666666666665,0.26666666666666666,31975,1,0.0
749,2025-10-07,Delhi,25-34,salaried,5000,full,31,2308.516129032258,0.1935483870967742,71564,0,1.6666666666666667
750,2025-11-13,Hyderabad,18-24,self_employed,10000,full,39,2463.1794871794873,0.2564102564102564,96064,1,0.0
751,2025-11-13,Pune,18-24,student,20000,full,16,1283.5,0.25,20536,2,6.0
752,2025-11-22,Pune,18-24,self_employed,10000,full,34,2346.705882352941,0.4411764705882353,79788,0,1.6666666666666667
753,2025-09-17,Mumbai,35-44,student,30000,full,17,2421.705882352941,0.35294117647058826,41169,0,1.0
754,2025-11-24,Delhi,18-24,salaried,5000,full,37,1582.8918918918919,0.21621621621621623,58567,0,0.0
755,2025-11-17,Hyderabad,18-24,self_employed,30000,full,17,1442.5882352941176,0.29411764705882354,24524,0,1.0
756,2025-11-12,Bangalore,25-34,salaried,20000,partial,37,1947.837837837838,0.24324324324324326,72070,2,0.0
757,2025-09-01,Mumbai,18-24,salaried,10000,full,38,2327.2105263157896,0.23684210526315788,88434,0,4.0
758,2025-10-21,Delhi,25-34,student,30000,full,16,1702.8125,0.1875,27245,0,0.0
759,2025-10-15,Mumbai,18-24,self_employed,5000,full,24,2052.25,0.2916666666666667,49254,1,0.0
760,2025-11-16,Bangalore,35-44,salaried,20000,full,15,2166.866666666667,0.4666666666666667,32503,0,2.6666666666666665
761,2025-09-04,Bangalore,35-44,student,20000,full,39,2791.5641025641025,0.28205128205128205,108871,0,1.6666666666666667
762,2025-11-01,Pune,35-44,salaried,20000,full,21,2536.904761904762,0.19047619047619047,53275,0,1.0
763,2025-11-04,Bangalore,25-34,salaried,10000,full,16,1431.9375,0.125,22911,0,4.333333333333333
764,2025-10-02,Mumbai,25-34,student,5000,partial,35,1588.5428571428572,0.2571428571428571,55599,1,3.5
765,2025-10-04,Bangalore,18-24,student,10000,full,19,1928.842105263158,0.10526315789473684,36648,1,0.0
766,2025-12-01,Bangalore,18-24,student,10000,full,15,1367.8,0.3333333333333333,20517,0,0.0
